_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
12063,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,1020.31818181818,22
12064,65,,65 - SQUIRREL HILL,East Liberty,Bus,2021-04-01,202104,WEEKDAY,35.5454545454545,22
12065,67,,67 - MONROEVILLE,East Liberty,Bus,2021-04-01,202104,WEEKDAY,755.5,22
12066,69,,69 - TRAFFORD,East Liberty,Bus,2021-04-01,202104,WEEKDAY,612.227272727273,22
12067,7,,7 - SPRING GARDEN,Ross,Bus,2021-04-01,202104,WEEKDAY,64.6818181818182,22
12068,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,41.3181818181818,22
12069,71A,,71A - NEGLEY,East Liberty,Bus,2021-04-01,202104,WEEKDAY,2054.36363636364,22
12070,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-04-01,202104,WEEKDAY,1721,22
12071,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-04-01,202104,WEEKDAY,2331.86363636364,22
12072,71D,,71D - HAMILTON,East Liberty,Bus,2021-04-01,202104,WEEKDAY,1623.45454545455,22
12073,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-04-01,202104,WEEKDAY,365,22
12074,75,,75 - ELLSWORTH,East Liberty,Bus,2021-04-01,202104,WEEKDAY,1515.31818181818,22
12075,77,,77 - PENN HILLS,East Liberty,Bus,2021-04-01,202104,WEEKDAY,1030.77272727273,22
12076,79,,79 - EAST HILLS,East Liberty,Bus,2021-04-01,202104,WEEKDAY,565.363636363636,22
12077,8,,8 - PERRYSVILLE,Ross,Bus,2021-04-01,202104,WEEKDAY,1287.09090909091,22
12078,81,,81 - OAK HILL,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,848.272727272727,22
12079,82,,82 - LINCOLN,East Liberty,Bus,2021-04-01,202104,WEEKDAY,2005.63636363636,22
12080,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,1209.95454545455,22
12081,86,,86 - LIBERTY,East Liberty,Bus,2021-04-01,202104,WEEKDAY,1287.59090909091,22
12082,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-04-01,202104,WEEKDAY,854.045454545455,22
12083,88,,88 - PENN,East Liberty,Bus,2021-04-01,202104,WEEKDAY,851.181818181818,22
12084,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-04-01,202104,WEEKDAY,125,22
12085,91,,91 - BUTLER STREET,Ross,Bus,2021-04-01,202104,WEEKDAY,1626.36363636364,22
12086,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,843.5,22
12087,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-04-01,202104,WEEKDAY,934.272727272727,22
12088,G3,,G3 - MOON FLYER,Collier,Bus,2021-04-01,202104,WEEKDAY,79,22
12089,G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,2021-04-01,202104,WEEKDAY,93.9545454545455,22
12090,MNT,,,,Bus,2021-04-01,202104,WEEKDAY,8.86363636363636,22
12091,O1,,O1 - ROSS FLYER,Ross,Bus,2021-04-01,202104,WEEKDAY,72.3636363636364,22
12092,O12,,O12 - MCKNIGHT FLYER,Ross,Bus,2021-04-01,202104,WEEKDAY,166.136363636364,22
12093,O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2021-04-01,202104,WEEKDAY,20.0909090909091,22
12094,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-04-01,202104,WEEKDAY,2897.09090909091,22
12095,P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,141.909090909091,22
12096,P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,107.863636363636,22
12097,P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,2021-04-01,202104,WEEKDAY,34.3181818181818,22
12098,P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,180.090909090909,22
12099,P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,125.363636363636,22
12100,P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2021-04-01,202104,WEEKDAY,198.772727272727,22
12101,P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2021-04-01,202104,WEEKDAY,857.727272727273,22
12102,P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,95.5,22
12103,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,716.727272727273,22
12104,P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,85.1818181818182,22
12105,P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,148.318181818182,22
12106,P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,70.4090909090909,22
12107,P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,151.090909090909,22
12108,P78,,P78 - OAKMONT FLYER,East Liberty,Bus,2021-04-01,202104,WEEKDAY,464.681818181818,22
12109,Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,57.4545454545455,22
12110,Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,52.2727272727273,22
12111,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,657.5,22
12112,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,416.318181818182,22
12113,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-04-01,202104,WEEKDAY,542.909090909091,22
12114,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-04-01,202104,SAT.,514.5,4
12115,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-04-01,202104,SAT.,2342.5,4
12116,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-04-01,202104,SAT.,564,4
12117,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-04-01,202104,SUN.,361,4
12118,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-04-01,202104,SUN.,1609.25,4
12119,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-04-01,202104,SUN.,421.75,4
12120,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-04-01,202104,WEEKDAY,1510.09090909091,22
12121,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-04-01,202104,WEEKDAY,2545.5,22
12122,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-04-01,202104,WEEKDAY,1152.18181818182,22
12123,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-04-01,202104,SAT.,1556.75,4
12124,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-04-01,202104,SUN.,766.5,4
12125,MI,,MONONGAHELA INCLINE,Incline,Incline,2021-04-01,202104,WEEKDAY,458.227272727273,22
12126,1,,1 - FREEPORT ROAD,Ross,Bus,2021-05-01,202105,SAT.,1031,5
12127,11,,11 - FINEVIEW,Ross,Bus,2021-05-01,202105,SAT.,119,5
12128,12,,12 - MCKNIGHT,Ross,Bus,2021-05-01,202105,SAT.,866,5
12129,13,,13 - BELLEVUE,Ross,Bus,2021-05-01,202105,SAT.,840.2,5
12130,14,,14 - OHIO VALLEY,Ross,Bus,2021-05-01,202105,SAT.,327,5
12131,15,,15 - CHARLES,Ross,Bus,2021-05-01,202105,SAT.,434.6,5
12132,16,,16 - BRIGHTON,Ross,Bus,2021-05-01,202105,SAT.,1222.4,5
12133,17,,17 - SHADELAND,Ross,Bus,2021-05-01,202105,SAT.,330.4,5
12134,2,,2 - MOUNT ROYAL,Ross,Bus,2021-05-01,202105,SAT.,147.6,5
12135,20,,20 - KENNEDY,Collier,Bus,2021-05-01,202105,SAT.,140.8,5
12136,21,,21 - CORAOPOLIS,Collier,Bus,2021-05-01,202105,SAT.,380.4,5
12137,22,,22 - MCCOY,Collier,Bus,2021-05-01,202105,SAT.,249.6,5
12138,24,,24 - WEST PARK,Collier,Bus,2021-05-01,202105,SAT.,674.6,5
12139,26,,26 - CHARTIERS,Collier,Bus,2021-05-01,202105,SAT.,328.4,5
12140,27,,27 - FAIRYWOOD,Collier,Bus,2021-05-01,202105,SAT.,375.8,5
12141,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-05-01,202105,SAT.,809.8,5
12142,29,,29 - ROBINSON,Collier,Bus,2021-05-01,202105,SAT.,303,5
12143,31,,31 - BRIDGEVILLE,Collier,Bus,2021-05-01,202105,SAT.,509.4,5
12144,36,,36 - BANKSVILLE,Collier,Bus,2021-05-01,202105,SAT.,76.8,5
12145,38,,38 - GREEN TREE,Collier,Bus,2021-05-01,202105,SAT.,132,5
12146,39,,39 - BROOKLINE,Collier,Bus,2021-05-01,202105,SAT.,198,5
12147,4,,4 - TROY HILL,Ross,Bus,2021-05-01,202105,SAT.,126.8,5
12148,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-05-01,202105,SAT.,93.2,5
12149,41,,41 - BOWER HILL,Collier,Bus,2021-05-01,202105,SAT.,252.8,5
12150,43,,43 - BAILEY,Collier,Bus,2021-05-01,202105,SAT.,155,5
12151,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-05-01,202105,SAT.,139.2,5
12152,48,,48 - ARLINGTON,Collier,Bus,2021-05-01,202105,SAT.,932.6,5
12153,51,,51 - CARRICK,West Mifflin,Bus,2021-05-01,202105,SAT.,2926,5
12154,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-05-01,202105,SAT.,240.6,5
12155,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-05-01,202105,SAT.,1197,5
12156,55,,55 - GLASSPORT,West Mifflin,Bus,2021-05-01,202105,SAT.,542,5
12157,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-05-01,202105,SAT.,397.6,5
12158,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-05-01,202105,SAT.,430.6,5
12159,58,,58 - GREENFIELD,East Liberty,Bus,2021-05-01,202105,SAT.,88.8,5
12160,59,,59 - MON VALLEY,West Mifflin,Bus,2021-05-01,202105,SAT.,1309.2,5
12161,6,,6 - SPRING HILL,Ross,Bus,2021-05-01,202105,SAT.,270.6,5
12162,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-05-01,202105,SAT.,94.2,5
12163,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-05-01,202105,SAT.,1463.6,5
12164,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-05-01,202105,SAT.,1222.6,5
12165,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-05-01,202105,SAT.,2096.2,5
12166,61D,,61D - MURRAY,West Mifflin,Bus,2021-05-01,202105,SAT.,1414.2,5
12167,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-05-01,202105,SAT.,1103.8,5
12168,67,,67 - MONROEVILLE,East Liberty,Bus,2021-05-01,202105,SAT.,493.6,5
12169,69,,69 - TRAFFORD,East Liberty,Bus,2021-05-01,202105,SAT.,172.6,5
12170,71A,,71A - NEGLEY,East Liberty,Bus,2021-05-01,202105,SAT.,1253.2,5
12171,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-05-01,202105,SAT.,975.4,5
12172,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-05-01,202105,SAT.,1448.2,5
12173,71D,,71D - HAMILTON,East Liberty,Bus,2021-05-01,202105,SAT.,853.2,5
12174,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-05-01,202105,SAT.,254,5
12175,75,,75 - ELLSWORTH,East Liberty,Bus,2021-05-01,202105,SAT.,915.8,5
12176,77,,77 - PENN HILLS,East Liberty,Bus,2021-05-01,202105,SAT.,583.6,5
12177,79,,79 - EAST HILLS,East Liberty,Bus,2021-05-01,202105,SAT.,327,5
12178,8,,8 - PERRYSVILLE,Ross,Bus,2021-05-01,202105,SAT.,893.6,5
12179,81,,81 - OAK HILL,West Mifflin,Bus,2021-05-01,202105,SAT.,539.8,5
12180,82,,82 - LINCOLN,East Liberty,Bus,2021-05-01,202105,SAT.,1524,5
12181,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-05-01,202105,SAT.,807.4,5
12182,86,,86 - LIBERTY,East Liberty,Bus,2021-05-01,202105,SAT.,1351.8,5
12183,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-05-01,202105,SAT.,383.8,5
12184,88,,88 - PENN,East Liberty,Bus,2021-05-01,202105,SAT.,778.4,5
12185,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-05-01,202105,SAT.,121.4,5
12186,91,,91 - BUTLER STREET,Ross,Bus,2021-05-01,202105,SAT.,1047.8,5
12187,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-05-01,202105,SAT.,271,5
12188,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-05-01,202105,SAT.,570.4,5
12189,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-05-01,202105,SAT.,2134,5
12190,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-05-01,202105,SAT.,512.8,5
12191,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-05-01,202105,SAT.,385,5
12192,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-05-01,202105,SAT.,253.6,5
12193,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-05-01,202105,SAT.,374.4,5
12194,1,,1 - FREEPORT ROAD,Ross,Bus,2021-05-01,202105,SUN.,765.666666666667,6
12195,11,,11 - FINEVIEW,Ross,Bus,2021-05-01,202105,SUN.,100.833333333333,6
12196,12,,12 - MCKNIGHT,Ross,Bus,2021-05-01,202105,SUN.,565.666666666667,6
12197,13,,13 - BELLEVUE,Ross,Bus,2021-05-01,202105,SUN.,428.5,6
12198,14,,14 - OHIO VALLEY,Ross,Bus,2021-05-01,202105,SUN.,224.666666666667,6
12199,15,,15 - CHARLES,Ross,Bus,2021-05-01,202105,SUN.,263.666666666667,6
12200,16,,16 - BRIGHTON,Ross,Bus,2021-05-01,202105,SUN.,863,6
12201,17,,17 - SHADELAND,Ross,Bus,2021-05-01,202105,SUN.,296.166666666667,6
12202,2,,2 - MOUNT ROYAL,Ross,Bus,2021-05-01,202105,SUN.,76.1666666666667,6
12203,20,,20 - KENNEDY,Collier,Bus,2021-05-01,202105,SUN.,65.5,6
12204,21,,21 - CORAOPOLIS,Collier,Bus,2021-05-01,202105,SUN.,295.166666666667,6
12205,22,,22 - MCCOY,Collier,Bus,2021-05-01,202105,SUN.,96,6
12206,24,,24 - WEST PARK,Collier,Bus,2021-05-01,202105,SUN.,490.166666666667,6
12207,26,,26 - CHARTIERS,Collier,Bus,2021-05-01,202105,SUN.,219.333333333333,6
12208,27,,27 - FAIRYWOOD,Collier,Bus,2021-05-01,202105,SUN.,268,6
12209,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-05-01,202105,SUN.,705.833333333333,6
12210,29,,29 - ROBINSON,Collier,Bus,2021-05-01,202105,SUN.,172.833333333333,6
12211,31,,31 - BRIDGEVILLE,Collier,Bus,2021-05-01,202105,SUN.,338,6
12212,36,,36 - BANKSVILLE,Collier,Bus,2021-05-01,202105,SUN.,47.3333333333333,6
12213,38,,38 - GREEN TREE,Collier,Bus,2021-05-01,202105,SUN.,87.6666666666667,6
12214,39,,39 - BROOKLINE,Collier,Bus,2021-05-01,202105,SUN.,66.6666666666667,6
12215,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-05-01,202105,SUN.,66.6666666666667,6
12216,41,,41 - BOWER HILL,Collier,Bus,2021-05-01,202105,SUN.,141.666666666667,6
12217,43,,43 - BAILEY,Collier,Bus,2021-05-01,202105,SUN.,106.666666666667,6
12218,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-05-01,202105,SUN.,113,6
12219,48,,48 - ARLINGTON,Collier,Bus,2021-05-01,202105,SUN.,545.833333333333,6
12220,51,,51 - CARRICK,West Mifflin,Bus,2021-05-01,202105,SUN.,1970.5,6
12221,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-05-01,202105,SUN.,99.8333333333333,6
12222,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-05-01,202105,SUN.,612.833333333333,6
12223,55,,55 - GLASSPORT,West Mifflin,Bus,2021-05-01,202105,SUN.,422,6
12224,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-05-01,202105,SUN.,265.166666666667,6
12225,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-05-01,202105,SUN.,344.166666666667,6
12226,58,,58 - GREENFIELD,East Liberty,Bus,2021-05-01,202105,SUN.,58.6666666666667,6
12227,59,,59 - MON VALLEY,West Mifflin,Bus,2021-05-01,202105,SUN.,870,6
12228,6,,6 - SPRING HILL,Ross,Bus,2021-05-01,202105,SUN.,257.333333333333,6
12229,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-05-01,202105,SUN.,55.6666666666667,6
12230,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-05-01,202105,SUN.,1006.83333333333,6
12231,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-05-01,202105,SUN.,803.833333333333,6
12232,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-05-01,202105,SUN.,1568.83333333333,6
12233,61D,,61D - MURRAY,West Mifflin,Bus,2021-05-01,202105,SUN.,962.166666666667,6
12234,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-05-01,202105,SUN.,635.833333333333,6
12235,67,,67 - MONROEVILLE,East Liberty,Bus,2021-05-01,202105,SUN.,288.166666666667,6
12236,69,,69 - TRAFFORD,East Liberty,Bus,2021-05-01,202105,SUN.,116,6
12237,71A,,71A - NEGLEY,East Liberty,Bus,2021-05-01,202105,SUN.,817.333333333333,6
12238,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-05-01,202105,SUN.,577.333333333333,6
12239,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-05-01,202105,SUN.,994.666666666667,6
12240,71D,,71D - HAMILTON,East Liberty,Bus,2021-05-01,202105,SUN.,583.166666666667,6
12241,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-05-01,202105,SUN.,81.1666666666667,6
12242,75,,75 - ELLSWORTH,East Liberty,Bus,2021-05-01,202105,SUN.,698.5,6
12243,77,,77 - PENN HILLS,East Liberty,Bus,2021-05-01,202105,SUN.,372.666666666667,6
12244,79,,79 - EAST HILLS,East Liberty,Bus,2021-05-01,202105,SUN.,213.166666666667,6
12245,8,,8 - PERRYSVILLE,Ross,Bus,2021-05-01,202105,SUN.,584.5,6
12246,81,,81 - OAK HILL,West Mifflin,Bus,2021-05-01,202105,SUN.,350.666666666667,6
12247,82,,82 - LINCOLN,East Liberty,Bus,2021-05-01,202105,SUN.,1116.66666666667,6
12248,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-05-01,202105,SUN.,499.5,6
12249,86,,86 - LIBERTY,East Liberty,Bus,2021-05-01,202105,SUN.,858.333333333333,6
12250,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-05-01,202105,SUN.,175.833333333333,6
12251,88,,88 - PENN,East Liberty,Bus,2021-05-01,202105,SUN.,511.333333333333,6
12252,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-05-01,202105,SUN.,62,6
12253,91,,91 - BUTLER STREET,Ross,Bus,2021-05-01,202105,SUN.,626,6
12254,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-05-01,202105,SUN.,177.5,6
12255,G2,,G2 - WEST BUSWAY,Collier,Bus,2021-05-01,202105,SUN.,405.666666666667,6
12256,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-05-01,202105,SUN.,1405.83333333333,6
12257,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-05-01,202105,SUN.,378.166666666667,6
12258,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-05-01,202105,SUN.,299.833333333333,6
12259,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-05-01,202105,SUN.,252,6
12260,1,,1 - FREEPORT ROAD,Ross,Bus,2021-05-01,202105,WEEKDAY,1254.7,20
12261,11,,11 - FINEVIEW,Ross,Bus,2021-05-01,202105,WEEKDAY,316.5,20
12262,12,,12 - MCKNIGHT,Ross,Bus,2021-05-01,202105,WEEKDAY,766.9,20
12263,13,,13 - BELLEVUE,Ross,Bus,2021-05-01,202105,WEEKDAY,1073.6,20
12264,14,,14 - OHIO VALLEY,Ross,Bus,2021-05-01,202105,WEEKDAY,655.8,20
12265,15,,15 - CHARLES,Ross,Bus,2021-05-01,202105,WEEKDAY,516.15,20
12266,16,,16 - BRIGHTON,Ross,Bus,2021-05-01,202105,WEEKDAY,1791,20
12267,17,,17 - SHADELAND,Ross,Bus,2021-05-01,202105,WEEKDAY,723.9,20
12268,18,,18 - MANCHESTER,Ross,Bus,2021-05-01,202105,WEEKDAY,48.6,20
12269,19L,,19L - EMSWORTH LIMITED,Ross,Bus,2021-05-01,202105,WEEKDAY,152.25,20
12270,2,,2 - MOUNT ROYAL,Ross,Bus,2021-05-01,202105,WEEKDAY,450.25,20
12271,20,,20 - KENNEDY,Collier,Bus,2021-05-01,202105,WEEKDAY,301.95,20
12272,21,,21 - CORAOPOLIS,Collier,Bus,2021-05-01,202105,WEEKDAY,674.1,20
12273,22,,22 - MCCOY,Collier,Bus,2021-05-01,202105,WEEKDAY,344.3,20
12274,24,,24 - WEST PARK,Collier,Bus,2021-05-01,202105,WEEKDAY,795.55,20
12275,26,,26 - CHARTIERS,Collier,Bus,2021-05-01,202105,WEEKDAY,451.05,20
12276,27,,27 - FAIRYWOOD,Collier,Bus,2021-05-01,202105,WEEKDAY,512.95,20
12277,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-05-01,202105,WEEKDAY,856.45,20
12278,29,,29 - ROBINSON,Collier,Bus,2021-05-01,202105,WEEKDAY,525.85,20
12279,31,,31 - BRIDGEVILLE,Collier,Bus,2021-05-01,202105,WEEKDAY,704.5,20
12280,36,,36 - BANKSVILLE,Collier,Bus,2021-05-01,202105,WEEKDAY,175.15,20
12281,38,,38 - GREEN TREE,Collier,Bus,2021-05-01,202105,WEEKDAY,356.45,20
12282,39,,39 - BROOKLINE,Collier,Bus,2021-05-01,202105,WEEKDAY,465.35,20
12283,4,,4 - TROY HILL,Ross,Bus,2021-05-01,202105,WEEKDAY,213.4,20
12284,40,,40 - MOUNT WASHINGTON,Ross,Bus,2021-05-01,202105,WEEKDAY,192.2,20
12285,41,,41 - BOWER HILL,Collier,Bus,2021-05-01,202105,WEEKDAY,522.4,20
12286,43,,43 - BAILEY,Collier,Bus,2021-05-01,202105,WEEKDAY,192.75,20
12287,44,,44 - VIA KNOXVILLE,Collier,Bus,2021-05-01,202105,WEEKDAY,473,20
12288,48,,48 - ARLINGTON,Collier,Bus,2021-05-01,202105,WEEKDAY,1115.3,20
12289,51,,51 - CARRICK,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,3930.5,20
12290,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,222.05,20
12291,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,146.05,20
12292,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,603.95,20
12293,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-05-01,202105,WEEKDAY,1784.7,20
12294,55,,55 - GLASSPORT,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,561.4,20
12295,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,686.2,20
12296,57,,57 - HAZELWOOD,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,499.85,20
12297,58,,58 - GREENFIELD,East Liberty,Bus,2021-05-01,202105,WEEKDAY,225.65,20
12298,59,,59 - MON VALLEY,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1618.25,20
12299,6,,6 - SPRING HILL,Ross,Bus,2021-05-01,202105,WEEKDAY,555.75,20
12300,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,209.65,20
12301,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1825.8,20
12302,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1518.75,20
12303,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,2383.9,20
12304,61D,,61D - MURRAY,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1956.7,20
12305,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1065.15,20
12306,65,,65 - SQUIRREL HILL,East Liberty,Bus,2021-05-01,202105,WEEKDAY,40.7,20
12307,67,,67 - MONROEVILLE,East Liberty,Bus,2021-05-01,202105,WEEKDAY,729.2,20
12308,69,,69 - TRAFFORD,East Liberty,Bus,2021-05-01,202105,WEEKDAY,625.45,20
12309,7,,7 - SPRING GARDEN,Ross,Bus,2021-05-01,202105,WEEKDAY,77.3,20
12310,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2021-05-01,202105,WEEKDAY,46.35,20
12311,71A,,71A - NEGLEY,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1981.15,20
12312,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1572.4,20
12313,71C,,71C - POINT BREEZE,East Liberty,Bus,2021-05-01,202105,WEEKDAY,2333.75,20
12314,71D,,71D - HAMILTON,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1411.25,20
12315,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-05-01,202105,WEEKDAY,380.05,20
12316,75,,75 - ELLSWORTH,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1450.75,20
12317,77,,77 - PENN HILLS,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1027.15,20
12318,79,,79 - EAST HILLS,East Liberty,Bus,2021-05-01,202105,WEEKDAY,561.2,20
12319,8,,8 - PERRYSVILLE,Ross,Bus,2021-05-01,202105,WEEKDAY,1305.8,20
12320,81,,81 - OAK HILL,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,797.3,20
12321,82,,82 - LINCOLN,East Liberty,Bus,2021-05-01,202105,WEEKDAY,2025.7,20
12322,83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-05-01,202105,WEEKDAY,1173,20
12323,86,,86 - LIBERTY,East Liberty,Bus,2021-05-01,202105,WEEKDAY,1324.3,20
12324,87,,87 - FRIENDSHIP,East Liberty,Bus,2021-05-01,202105,WEEKDAY,925.65,20
12325,88,,88 - PENN,East Liberty,Bus,2021-05-01,202105,WEEKDAY,968.5,20
