STOP_ID,ROUTE,STOP_ROUTE,STOP_NAME,CLEVER_ID,LATITUDE,LONGITUDE,ALL_ROUTES,SHELTER,STOP_TYPE,CURRENT_STOP,FY19_AVG_ON,FY19_AVG_OFF,FY19_AVG_TOTAL,FY19_RANK,1806_ON,1806_OFF,1809_ON,1809_OFF,1811_ON,1811_OFF,1903_ON,1903_OFF,1906_ON,1906_OFF
W19558,38,W19558_38,PARKWAY CENTER DR SOUTH AT B,5551,40.42355,-80.040958,38,No Shelter,Bus,Yes,23,334,357,106,22.5,372.3,28.9,377.9,18.3,313.3,19.9,309.9,27.3,296.2
P02650,G2,P02650_G2,LIBERTY AVE AT WYNDHAM GRAND,4126,40.441427,-80.00585,"26, 27, 28X, 29, 31, G2, G3, G31, P10",No Shelter,Bus,Yes,343,13,356,107,360.9,12.9,367.0,14.2,309.0,10.8,344.6,12.6,331.8,14.3
P00750,71A,P00750_71A,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,118,237,355,108,124.6,245.2,128.3,258.5,120.9,220.8,116.9,230.5,99.2,232.2
P00750,61D,P00750_61D,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,118,235,353,109,109.0,219.5,124.6,257.4,121.8,241.9,126.3,231.7,106.7,223.2
P02470,77,P02470_77,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,195,157,352,110,203.3,151.4,205.9,156.7,175.1,149.4,196.8,162.7,194.1,164.1
E17303,P3,E17303_P3,EAST BUSWAY AT EAST LIBERTY,8165,40.459399,-79.92286,"P1, P2, P3",No Shelter,Busway,Yes,114,238,352,111,111.1,232.0,118.1,295.4,103.0,233.6,115.6,232.8,124.4,194.8
E17298,P3,E17298_P3,EAST BUSWAY AT WILKINSBURG S,16104,40.446128,-79.888401,"P1, P2, P3",PAAC,Busway,Yes,28,324,352,112,31.7,303.5,29.6,348.0,23.9,306.2,29.7,340.0,26.4,320.1
P70024,21,P70024_21,STANWIX ST AT PENN AVE FS,19514,40.442344,-80.004088,"19L, 20, 21, 22, 24, 36, 38",No Shelter,Bus,Yes,277,74,351,113,298.6,83.6,275.1,69.7,259.8,68.0,258.1,73.5,294.0,75.4
P70027,61C,P70027_61C,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,144,207,351,114,146.7,204.2,152.9,216.4,131.9,181.2,147.2,214.5,141.1,219.2
E13795,71C,E13795_71C,CENTRE AVE AT NEGLEY AVE,8205,40.457023,-79.934549,"64, 71A, 71C, 82, 86",City of Pittsburgh,Bus,Yes,109,242,351,115,118.6,234.6,111.3,285.5,105.2,254.0,110.9,233.0,101.3,201.0
P02470,O1,P02470_O1,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,176,174,350,116,158.5,169.5,190.4,188.7,171.3,177.6,178.4,174.2,181.7,159.2
P03440,O1,P03440_O1,STANWIX ST AT PENN AVE,1502,40.442275,-80.004199,"19L, 26, 27, O1, O12",No Shelter,Bus,Yes,105,244,349,117,86.8,239.7,97.6,265.3,102.7,245.4,108.8,255.0,126.9,217.0
E01360,71A,E01360_71A,FIFTH AVE AT OAKLAND AVE,2565,40.442077,-79.957855,"54, 71A, 71B, 71C, 71D, 75, 93, P3",No Shelter,Bus,Yes,240,107,347,118,213.7,107.4,303.9,129.2,254.8,105.3,234.5,105.1,194.9,85.9
S00180,51,S00180_51,S 18TH ST AT E CARSON ST,2551,40.428487,-79.980435,"51, 54",City of Pittsburgh,Bus,Yes,135,212,347,119,141.8,223.3,140.5,215.1,117.7,199.7,141.9,214.6,135.2,205.5
E01730,71A,E01730_71A,FIFTH AVE AT THACKERAY AVE,35,40.443261,-79.956444,"28X, 54, 58, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83, 93, P3",No Shelter,Bus,Yes,76,269,345,120,51.0,191.6,109.5,330.0,84.3,301.5,74.7,296.3,62.1,227.3
E19910,61C,E19910_61C,FORBES AVE OPP MOREWOOD AVE,7117,40.444537,-79.942539,"61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,253,89,342,121,187.7,61.0,362.5,135.5,259.0,94.2,279.4,100.5,175.7,54.6
E19610,61A,E19610_61A,FORBES AVE AT MOREWOOD AVE F,4407,40.444672,-79.943553,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,104,238,342,122,77.7,195.1,146.5,343.6,109.0,250.7,119.7,256.5,67.2,145.8
P00590,71B,P00590_71B,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,274,66,340,123,284.2,64.9,304.4,73.4,235.3,65.2,263.4,70.9,282.7,56.7
W19480,28X,W19480_28X,PARK MANOR BLVD AT IKEA,3822,40.453327,-80.16767,"24, 28X, 29",Lamar,Bus,Yes,217,122,339,124,277.2,118.6,266.3,176.3,154.3,115.8,185.6,131.4,199.3,67.6
E41740,71A,E41740_71A,NEGLEY AVE AT CENTRE AVE,8191,40.457303,-79.934152,"71A, 71C",No Shelter,Bus,Yes,234,105,339,125,213.9,106.1,288.4,115.6,240.2,102.7,234.9,102.5,190.5,96.9
N01935,1,N01935_1,4TH AVE AT CENTRAL CITY PLAZ,12658,40.564076,-79.766177,1,No Shelter,Bus,Yes,149,189,338,126,139.7,190.6,169.6,218.5,169.6,173.9,162.9,181.5,101.7,180.0
P02310,4,P02310_4,LIBERTY AVE AT 7TH ST,180,40.442523,-79.999806,"1, 11, 12, 2, 4, 6, O5, P13",No Shelter,Bus,Yes,210,126,336,127,195.6,115.6,210.8,129.3,224.0,137.2,222.1,131.5,199.5,117.5
E19650,61A,E19650_61A,FORBES AVE AT MURRAY AVE FS,7096,40.438123,-79.923613,"61A, 61B, 61C, 61D",City of Pittsburgh,Bus,Yes,211,124,335,128,196.9,120.9,251.1,122.1,216.7,116.6,233.6,128.4,156.6,129.9
P00710,71A,P00710_71A,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,76,257,333,129,73.8,251.4,80.5,275.7,73.7,228.0,77.5,258.1,76.3,269.7
P70027,71B,P70027_71B,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,138,193,331,130,131.5,173.5,157.0,212.0,129.8,173.2,139.1,207.6,132.2,196.6
P00860,O1,P00860_O1,SEVENTH AVE AT WILLIAM PENN,20698,40.442538,-79.996158,"28X, 77, 81, 82, 83, O1, O12",No Shelter,Bus,Yes,195,135,330,131,184.6,129.6,208.1,147.1,195.8,138.6,201.5,140.5,185.6,118.0
P03315,20,P03315_20,STANWIX ST AT FOURTH AVE,2261,40.440363,-80.004417,"20, 21, 22, 24",No Shelter,Bus,Yes,107,223,330,132,102.0,221.1,110.1,236.1,103.1,211.9,108.2,228.9,111.5,217.6
P01150,56,P01150_56,BLVD OF ALLIES AT CHERRY WAY,5923,40.437521,-79.999369,"52L, 53L, 56, 57, 58",No Shelter,Bus,Yes,55,273,328,133,55.4,286.7,55.4,272.7,57.6,254.1,59.1,280.4,46.4,273.2
E01360,71C,E01360_71C,FIFTH AVE AT OAKLAND AVE,2565,40.442077,-79.957855,"54, 71A, 71B, 71C, 71D, 75, 93, P3",No Shelter,Bus,Yes,231,95,326,134,213.1,93.7,279.6,116.4,243.9,84.2,226.9,97.3,192.7,81.8
P02865,91,P02865_91,PENN AVE AT 8TH ST,2836,40.443543,-79.999276,"86, 88, 91",No Shelter,Bus,Yes,169,155,324,135,183.2,157.2,168.4,158.9,160.0,136.1,174.3,151.8,159.0,169.4
P02310,6,P02310_6,LIBERTY AVE AT 7TH ST,180,40.442523,-79.999806,"1, 11, 12, 2, 4, 6, O5, P13",No Shelter,Bus,Yes,318,5,323,136,313.6,4.8,343.5,6.8,319.3,4.5,311.1,4.7,304.9,4.4
E17305,P3,E17305_P3,EAST BUSWAY AT NEGLEY STATIO,20501,40.456656,-79.93241,"P1, P2, P3",PAAC,Busway,Yes,57,264,321,137,53.3,247.7,57.5,314.5,51.6,267.3,59.0,264.7,65.7,225.2
E19650,61B,E19650_61B,FORBES AVE AT MURRAY AVE FS,7096,40.438123,-79.923613,"61A, 61B, 61C, 61D",City of Pittsburgh,Bus,Yes,226,93,319,138,209.3,95.8,288.0,92.7,216.2,88.9,237.3,94.3,180.5,93.8
S16570,51,S16570_51,E CARSON ST AT STATION SQUAR,4841,40.431748,-80.003295,"43, 48, 51, 51L",PAAC,Bus,Yes,265,54,319,139,206.3,66.1,284.3,57.7,254.6,46.3,279.7,47.6,300.5,53.9
P00590,71C,P00590_71C,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,255,63,318,140,267.1,71.9,276.0,65.6,227.7,65.2,253.1,63.0,251.0,51.7
P00590,71D,P00590_71D,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,256,62,318,141,261.2,59.4,272.2,64.9,240.3,62.8,260.3,60.4,246.2,62.6
P00750,71B,P00750_71B,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,112,206,318,142,113.8,206.6,131.3,234.9,114.1,191.1,113.5,210.7,88.8,187.0
E01730,71C,E01730_71C,FIFTH AVE AT THACKERAY AVE,35,40.443261,-79.956444,"28X, 54, 58, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83, 93, P3",No Shelter,Bus,Yes,76,242,318,143,55.8,176.7,99.5,306.9,77.8,255.8,81.5,251.6,64.0,218.6
E01410,71B,E01410_71B,FIFTH AVE AT MOREWOOD AVE,1167,40.447468,-79.942352,"71B, 71D",No Shelter,Bus,Yes,27,289,316,144,26.3,261.6,40.5,423.6,28.4,305.0,26.3,304.9,12.5,150.2
E01870,54,E01870_54,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,155,160,315,145,114.1,132.3,135.6,178.6,144.9,157.9,188.6,167.6,192.8,165.2
E01870,61A,E01870_61A,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,117,198,315,146,101.2,162.4,107.8,227.4,110.5,204.4,128.9,225.2,136.3,171.0
P00710,71C,P00710_71C,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,74,241,315,147,84.5,256.6,76.5,265.3,67.4,222.1,74.3,233.5,68.8,229.1
E01870,61B,E01870_61B,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,114,199,313,148,104.4,172.6,113.3,241.9,106.7,198.9,118.9,213.7,124.8,166.4
E56040,59,E56040_59,WALMART AT SHELTER,15851,40.387624,-79.823462,"55, 59, P76",PAAC,Bus,Yes,136,176,312,149,131.7,189.0,118.1,176.7,106.7,164.6,161.4,177.9,162.8,170.4
P02280,83,P02280_83,LIBERTY AVE AT SIXTH AVE,8778,40.442235,-80.000239,"29, 31, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76",No Shelter,Bus,Yes,235,76,311,150,248.6,74.0,254.6,80.5,258.3,75.5,208.5,75.9,207.5,74.3
P00750,71C,P00750_71C,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,107,204,311,151,106.1,209.3,115.4,222.3,105.0,189.3,111.4,200.7,98.1,198.7
P00710,61D,P00710_61D,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,69,242,311,152,64.4,232.1,76.7,264.2,71.3,231.7,71.6,247.0,62.4,234.6
P00740,998,P00740_998,SIXTH AVE AT SMITHFIELD ST,4833,40.441514,-79.998137,"41, 43, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,Yes,0,308,308,153,0.0,292.8,0.0,300.5,0.0,305.0,0.0,328.4,0.0,314.8
P00850,G2,P00850_G2,SEVENTH AVE AT SMITHFIELD ST,1125,40.442835,-79.996663,"28X, G2, G3, O5",No Shelter,Bus,Yes,303,4,307,154,326.4,5.2,361.4,4.4,327.2,4.7,278.9,3.9,220.3,2.0
E19660,61C,E19660_61C,FORBES AVE AT MURRAY AVE,7126,40.437959,-79.923192,"61A, 61B, 61C, 61D",No Shelter,Bus,Yes,115,191,306,155,120.9,173.7,125.6,220.7,113.5,187.0,110.8,204.9,103.1,167.9
P00610,82,P00610_82,FIFTH AVE AT SMITHFIELD ST,8682,40.44005,-79.998468,"81, 82, 83, P17",City of Pittsburgh,Bus,Yes,85,220,305,156,88.5,231.6,91.7,239.4,80.7,206.8,84.5,219.7,81.0,202.2
E19650,61D,E19650_61D,FORBES AVE AT MURRAY AVE FS,7096,40.438123,-79.923613,"61A, 61B, 61C, 61D",City of Pittsburgh,Bus,Yes,225,79,304,157,202.0,81.1,262.2,81.6,228.8,79.1,241.9,80.4,192.0,75.0
P01040,2,P01040_2,9TH ST AT PENN AVE,179,40.443783,-79.998506,"12, 2, 4, 7, 8, P13",City of Pittsburgh,Bus,Yes,78,225,303,158,74.4,236.6,86.2,238.2,77.4,213.5,75.1,216.6,76.4,222.0
P02120,87,P02120_87,GRANT ST AT US STEEL STOP A,1510,40.441163,-79.995491,"87, P1, P2, P68, P71",No Shelter,Bus,Yes,225,77,302,159,278.1,92.3,290.3,101.7,267.1,98.4,291.8,91.9,0.0,0.0
E19910,61B,E19910_61B,FORBES AVE OPP MOREWOOD AVE,7117,40.444537,-79.942539,"61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,198,102,300,160,127.3,71.7,280.9,142.3,212.7,112.4,220.6,114.0,149.5,71.0
P70027,71C,P70027_71C,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,123,175,298,161,121.2,162.9,129.7,177.0,118.5,164.4,126.1,177.8,120.5,190.7
E19910,61A,E19910_61A,FORBES AVE OPP MOREWOOD AVE,7117,40.444537,-79.942539,"61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,198,99,297,162,128.2,66.7,281.4,142.8,211.3,106.6,233.0,114.9,137.7,64.0
E19650,61C,E19650_61C,FORBES AVE AT MURRAY AVE FS,7096,40.438123,-79.923613,"61A, 61B, 61C, 61D",City of Pittsburgh,Bus,Yes,187,108,295,163,183.8,119.4,218.6,107.9,178.9,100.8,200.9,110.7,152.5,101.5
P70027,61D,P70027_61D,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,111,184,295,164,108.6,173.3,115.5,184.6,102.6,185.4,119.0,191.9,110.1,182.4
E01360,71B,E01360_71B,FIFTH AVE AT OAKLAND AVE,2565,40.442077,-79.957855,"54, 71A, 71B, 71C, 71D, 75, 93, P3",No Shelter,Bus,Yes,196,98,294,165,175.4,94.5,252.4,121.4,203.2,90.1,191.8,99.4,157.6,86.1
E01870,75,E01870_75,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,74,220,294,166,55.5,206.9,72.1,254.9,70.0,207.4,90.3,222.2,84.6,211.0
P00750,71D,P00750_71D,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,100,193,293,167,97.8,190.4,108.3,205.0,99.2,182.1,95.1,191.9,98.4,196.2
P00590,61A,P00590_61A,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,232,58,290,168,240.2,58.2,231.0,60.5,209.3,57.6,237.5,54.9,240.4,59.7
P00740,48,P00740_48,SIXTH AVE AT SMITHFIELD ST,4833,40.441514,-79.998137,"41, 43, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,Yes,180,110,290,169,190.2,109.7,187.4,111.2,176.4,119.4,177.8,111.9,167.4,100.3
P00750,61B,P00750_61B,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,103,187,290,170,102.0,190.4,110.3,199.8,98.3,180.9,106.8,182.5,96.5,183.2
P00940,15,P00940_15,7TH ST AT PENN AVE FS,12626,40.442942,-80.000236,"1, 11, 15, 6",No Shelter,Bus,Yes,6,283,289,171,8.9,285.1,4.4,315.7,4.1,284.2,4.8,287.5,5.3,242.2
E41740,71C,E41740_71C,NEGLEY AVE AT CENTRE AVE,8191,40.457303,-79.934152,"71A, 71C",No Shelter,Bus,Yes,223,64,287,172,216.0,64.3,277.2,64.9,224.2,60.2,225.1,65.1,174.9,63.4
W26150,G2,W26150_G2,WEST BUSWAY AT CRAFTON STATI,15279,40.435959,-80.06756,"28X, G2, G3, G31",PAAC,Busway,Yes,266,20,286,173,271.3,20.8,276.4,18.4,243.9,14.7,266.9,18.2,269.5,25.4
P00610,83,P00610_83,FIFTH AVE AT SMITHFIELD ST,8682,40.44005,-79.998468,"81, 82, 83, P17",City of Pittsburgh,Bus,Yes,102,184,286,174,111.0,196.0,110.3,200.1,92.1,171.8,98.4,187.1,96.2,167.3
P00590,61D,P00590_61D,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,224,61,285,175,225.2,55.4,228.9,62.8,204.9,62.9,233.4,65.5,226.2,58.7
P00375,57,P00375_57,FOURTH AVE AT PPG ENTRANCE,10147,40.440105,-80.003633,"52L, 53L, 56, 57, 58",No Shelter,Bus,Yes,191,94,285,176,195.3,88.4,218.0,103.1,167.6,94.2,184.6,91.7,187.9,91.0
S08140,51,S08140_51,BROWNSVILLE RD AT BAUSMAN ST,18471,40.41419,-79.988276,"51, 54",No Shelter,Bus,Yes,108,176,284,177,113.2,177.7,112.8,191.4,102.5,169.3,106.7,172.6,102.4,167.3
P00750,61A,P00750_61A,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,107,177,284,178,106.1,172.6,108.4,183.0,106.5,169.5,110.9,184.7,105.5,177.2
S42503,48,S42503_48,SHJ BUS TURNAROUND SHELTER,4764,40.421048,-80.005994,"43, 48, 54",PAAC,Busway,Yes,141,142,283,179,141.6,139.4,151.0,136.9,130.7,131.9,145.6,153.9,136.6,146.8
P00710,71B,P00710_71B,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,65,218,283,180,63.9,206.8,73.1,245.0,63.8,205.1,69.1,223.2,54.4,208.5
P02550,77,P02550_77,LIBERTY AVE AT WOOD ST,46,40.442401,-79.999575,"28X, 77, 86, 88, 91",No Shelter,Bus,Yes,238,43,281,181,236.4,38.9,249.5,47.6,230.7,46.3,241.8,46.9,229.4,37.6
P02430,31,P02430_31,LIBERTY AVE AT GATEWAY #4,20295,40.441177,-80.005077,"28X, 29, 31, G2, G3, G31, P10",City of Pittsburgh,Bus,Yes,31,250,281,182,28.4,250.0,32.0,262.2,31.5,239.3,31.5,259.7,29.4,238.2
P02310,1,P02310_1,LIBERTY AVE AT 7TH ST,180,40.442523,-79.999806,"1, 11, 12, 2, 4, 6, O5, P13",No Shelter,Bus,Yes,276,4,280,183,273.6,4.8,307.2,4.9,265.6,3.2,264.8,4.1,268.8,4.1
P00710,61B,P00710_61B,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,67,213,280,184,66.6,215.8,68.8,225.1,66.5,192.0,66.7,210.0,65.4,223.9
P00590,61B,P00590_61B,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,219,60,279,185,227.0,61.8,227.6,59.6,195.8,55.2,210.2,56.8,233.7,67.4
P70027,71D,P70027_71D,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,112,167,279,186,100.4,159.1,115.2,177.8,108.9,160.1,116.9,171.3,120.9,165.2
P00940,1,P00940_1,7TH ST AT PENN AVE FS,12626,40.442942,-80.000236,"1, 11, 15, 6",No Shelter,Bus,Yes,2,276,278,187,2.1,293.5,3.3,304.3,1.9,269.4,2.2,267.9,0.8,244.9
E17302,P3,E17302_P3,EAST BUSWAY AT EAST LIBERTY,8161,40.459374,-79.923171,"P1, P17, P2, P3, P68, P71",PAAC,Busway,Yes,190,87,277,188,184.5,82.7,238.7,89.7,185.7,81.3,180.4,89.6,162.6,92.5
S08860,51,S08860_51,BROWNSVILLE RD OPP MATTHEWS,17634,40.41321,-79.988772,"51, 54",No Shelter,Bus,Yes,187,90,277,189,184.1,90.4,199.5,92.0,181.3,85.9,186.9,93.6,184.0,86.4
P03695,41,P03695_41,WOOD ST BTW FORBES AVE & FIF,4831,40.440352,-80.000557,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,94,183,277,190,106.3,197.8,98.6,200.8,84.4,167.0,93.1,173.9,86.8,175.7
E17302,P2,E17302_P2,EAST BUSWAY AT EAST LIBERTY,8161,40.459374,-79.923171,"P1, P17, P2, P3, P68, P71",PAAC,Busway,Yes,228,46,274,191,199.9,37.5,232.0,56.8,223.7,49.2,237.3,43.9,244.8,41.8
E01410,71D,E01410_71D,FIFTH AVE AT MOREWOOD AVE,1167,40.447468,-79.942352,"71B, 71D",No Shelter,Bus,Yes,25,248,273,192,19.7,201.7,36.2,406.1,26.2,260.5,26.7,254.9,15.9,117.5
P01875,51,P01875_51,FT PITT BLVD AT SMITHFIELD S,4828,40.437035,-80.001631,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,Yes,37,235,272,193,41.5,236.8,42.4,254.3,32.5,216.0,34.8,229.4,33.6,240.4
E01360,71D,E01360_71D,FIFTH AVE AT OAKLAND AVE,2565,40.442077,-79.957855,"54, 71A, 71B, 71C, 71D, 75, 93, P3",No Shelter,Bus,Yes,181,90,271,194,162.0,82.8,217.1,105.5,185.8,90.6,178.0,92.9,163.6,77.4
P00710,61A,P00710_61A,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,73,198,271,195,68.6,204.9,76.4,210.8,72.1,187.3,77.3,200.5,69.8,186.1
P00710,71D,P00710_71D,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,61,209,270,196,64.0,219.9,64.5,230.7,60.1,190.7,58.9,202.6,59.2,198.8
E19130,61D,E19130_61D,FORBES AVE AT ATWOOD ST,29,40.440939,-79.957623,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",No Shelter,Bus,Yes,180,89,269,197,166.4,84.2,199.6,91.9,178.3,76.1,189.4,94.7,164.2,100.3
E19870,61D,E19870_61D,FORBES AVE OPP CRAIG ST,7115,40.444379,-79.948873,"28X, 61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,206,63,269,198,163.3,41.0,262.9,75.6,219.3,68.1,223.2,73.1,162.7,55.2
E01010,71A,E01010_71A,FIFTH AVE AT BIGELOW BLVD,2567,40.444299,-79.95484,"54, 71A, 71B, 71C, 71D, 75, 93, P3",No Shelter,Bus,Yes,212,55,267,199,158.0,41.4,345.1,87.4,236.6,60.6,199.8,52.6,120.7,35.4
P02470,81,P02470_81,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,151,115,266,200,171.1,126.2,157.0,123.5,105.8,106.0,161.8,111.8,159.9,109.0
E70217,83,E70217_83,VA HOSPITAL TRANSIT LOOP AT,17734,40.446466,-79.960481,83,No Shelter,Bus,Yes,119,147,266,201,126.1,146.6,120.8,153.3,107.4,136.1,116.9,147.1,122.9,150.8
P02530,G2,P02530_G2,LIBERTY AVE AT WILLIAM PENN,15285,40.443514,-79.995292,"1, 11, 15, 39, 40, 44, 6, 86, 88, 91, G2, G3, P10, P17, P69, P7, P76, P78",No Shelter,Bus,Yes,128,138,266,202,99.3,136.6,81.1,151.6,80.5,133.8,162.2,135.8,216.0,132.0
P03090,39,P03090_39,SMITHFIELD ST AT SIXTH AVE,7280,40.44155,-79.997761,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,259,5,264,203,237.5,4.3,290.5,5.1,267.3,4.6,269.0,5.4,231.2,3.6
E19210,61D,E19210_61D,FORBES AVE AT BOUQUET ST FS,30,40.442062,-79.956097,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",No Shelter,Bus,Yes,204,60,264,204,171.4,43.1,270.8,87.1,216.3,68.0,218.2,61.2,140.9,40.7
P03690,41,P03690_41,WOOD ST AT SIXTH AVE,4832,40.441825,-79.999527,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,110,154,264,205,125.8,170.4,110.4,168.3,106.6,144.1,110.0,149.0,99.5,137.7
P03690,Y46,P03690_Y46,WOOD ST AT SIXTH AVE,4832,40.441825,-79.999527,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,96,166,262,206,98.5,172.6,110.7,172.9,94.2,165.0,88.1,162.2,90.4,159.7
